Date,Sales_Dollars,Category,CategoryName
2017-01-05,4124.31,1062100,"Gold Rum"
2017-01-05,19277.05,1062200,"White Rum"
2017-01-05,2369.15,1062300,"Aged Dark Rum"
2017-01-05,63986.4200000001,1062400,"Spiced Rum"
2017-01-05,29923.08,1062500,"Flavored Rum"
2017-01-05,131.18,1070000,"Cocktails / RTD"
2017-01-05,12879.21,1071100,"Cocktails /RTD"
2017-01-05,540.0,1081000,"American Cordials & Liqueurs"
2017-01-05,14205.34,1081100,"Coffee Liqueurs"
2017-01-05,31220.08,1081200,"Cream Liqueurs"
2017-01-05,15951.19,1081300,"American Cordials & Liqueur"
2017-01-05,24939.02,1081400,"American Schnapps"
2017-01-05,4840.54,1081500,"Triple Sec"
2017-01-05,57497.19,1081600,"Whiskey Liqueur"
2017-01-05,35097.1,1082000,"Imported Cordials & Liqueurs"
2017-01-05,20670.01,1082200,"Imported Schnapps"
2017-01-05,1510.17,1091100,"American Distilled Spirit Specialty"
2017-01-05,1780.17,1091200,"Neutral Grain Spirits"
2017-01-05,966.84,1091300,"Neutral Grain Spirits Flavored"
2017-01-05,1467.59,1091400,"Iowa Distilleries"
2017-01-05,4600.77,1092100,"Imported Distilled Spirit Specialty"
2017-01-05,1222.27,1701100,"Temporary & Specialty Packages"
2017-01-05,2533.71,1901200,"Special Order Items"
2017-01-05,1944.44,"",""
2017-01-06,25778.62,1011100,"Blended Whiskies"
2017-01-06,39470.77,1011200,"Straight Bourbon Whiskies"
2017-01-06,358.46,1011300,"Single Barrel Bourbon Whiskies"
2017-01-06,21400.01,1011400,"Tennessee Whiskies"
2017-01-06,3635.53,1011600,"Straight Rye Whiskies"
2017-01-06,37.5,1011700,"Corn Whiskies"
2017-01-06,80426.49,1012100,"Canadian Whiskies"
2017-01-06,11014.55,1012200,"Scotch Whiskies"
2017-01-06,2036.47,1012300,"Single Malt Scotch"
2017-01-06,6402.14,1012400,"Irish Whiskies"
2017-01-06,9075.25,1022100,"Mixto Tequila"
2017-01-06,12058.07,1022200,"100% Agave Tequila"
2017-01-06,99.45,1022300,Mezcal
2017-01-06,79645.0099999999,1031100,"American Vodkas"
2017-01-06,13430.34,1031200,"American Flavored Vodka"
2017-01-06,0.0,1032000,"Imported Vodka"
2017-01-06,22002.8,1032100,"Imported Vodkas"
2017-01-06,8769.00999999999,1032200,"Imported Flavored Vodka"
2017-01-06,4746.24,1041100,"American Dry Gins"
2017-01-06,77.92,1041200,"Flavored Gin"
2017-01-06,8.13,1041300,"American Sloe Gins"
2017-01-06,3570.13,1042100,"Imported Dry Gins"
2017-01-06,10821.96,1051100,"American Brandies"
2017-01-06,12141.31,1052100,"Imported Brandies"
2017-01-06,2733.22,1062100,"Gold Rum"
2017-01-06,10790.29,1062200,"White Rum"
2017-01-06,443.88,1062300,"Aged Dark Rum"
2017-01-06,37872.7800000001,1062400,"Spiced Rum"
2017-01-06,16175.49,1062500,"Flavored Rum"
2017-01-06,6206.01,1071100,"Cocktails /RTD"
2017-01-06,240.0,1081000,"American Cordials & Liqueurs"
2017-01-06,4452.11,1081100,"Coffee Liqueurs"
2017-01-06,14503.74,1081200,"Cream Liqueurs"
2017-01-06,6595.11,1081300,"American Cordials & Liqueur"
2017-01-06,10760.79,1081400,"American Schnapps"
2017-01-06,701.98,1081500,"Triple Sec"
2017-01-06,30410.22,1081600,"Whiskey Liqueur"
2017-01-06,14165.86,1082000,"Imported Cordials & Liqueurs"
2017-01-06,8256.68,1082200,"Imported Schnapps"
2017-01-06,195.06,1091000,"American Distilled Spirits Specialty"
2017-01-06,663.45,1091100,"American Distilled Spirit Specialty"
2017-01-06,1204.5,1091200,"Neutral Grain Spirits"
2017-01-06,375.0,1091300,"Neutral Grain Spirits Flavored"
2017-01-06,204.78,1091400,"Iowa Distilleries"
2017-01-06,237.24,1092100,"Imported Distilled Spirit Specialty"
2017-01-06,544.38,1701100,"Temporary & Specialty Packages"
2017-01-06,18.0,"",""
2017-01-09,48636.6299999999,1011100,"Blended Whiskies"
2017-01-09,96204.7200000002,1011200,"Straight Bourbon Whiskies"
2017-01-09,3288.0,1011300,"Single Barrel Bourbon Whiskies"
2017-01-09,61014.2800000001,1011400,"Tennessee Whiskies"
2017-01-09,491.88,1011500,"Bottled in Bond Bourbon"
2017-01-09,11949.66,1011600,"Straight Rye Whiskies"
2017-01-09,474.09,1011700,"Corn Whiskies"
2017-01-09,204379.910000001,1012100,"Canadian Whiskies"
2017-01-09,27828.91,1012200,"Scotch Whiskies"
2017-01-09,11563.65,1012300,"Single Malt Scotch"
2017-01-09,24880.56,1012400,"Irish Whiskies"
2017-01-09,37120.3,1022100,"Mixto Tequila"
2017-01-09,49527.63,1022200,"100% Agave Tequila"
2017-01-09,1433.52,1022300,Mezcal
2017-01-09,179303.059999999,1031100,"American Vodkas"
2017-01-09,43395.82,1031200,"American Flavored Vodka"
2017-01-09,65140.47,1032100,"Imported Vodkas"
2017-01-09,30040.08,1032200,"Imported Flavored Vodka"
2017-01-09,15950.96,1041100,"American Dry Gins"
2017-01-09,301.94,1041200,"Flavored Gin"
2017-01-09,178.86,1041300,"American Sloe Gins"
2017-01-09,15527.71,1042100,"Imported Dry Gins"
2017-01-09,34684.3499999999,1051100,"American Brandies"
2017-01-09,44148.35,1052100,"Imported Brandies"
2017-01-09,5952.96,1062100,"Gold Rum"
2017-01-09,23723.02,1062200,"White Rum"
2017-01-09,3505.16,1062300,"Aged Dark Rum"
2017-01-09,116432.87,1062400,"Spiced Rum"
2017-01-09,29772.23,1062500,"Flavored Rum"
2017-01-09,224.88,1070000,"Cocktails / RTD"
2017-01-09,18584.9,1071100,"Cocktails /RTD"
2017-01-09,225.0,1081000,"American Cordials & Liqueurs"
2017-01-09,10958.78,1081100,"Coffee Liqueurs"
2017-01-09,39920.28,1081200,"Cream Liqueurs"
2017-01-09,23653.61,1081300,"American Cordials & Liqueur"
2017-01-09,41116.5,1081400,"American Schnapps"
2017-01-09,3610.4,1081500,"Triple Sec"
2017-01-09,89626.1300000001,1081600,"Whiskey Liqueur"
2017-01-09,44136.16,1082000,"Imported Cordials & Liqueurs"
2017-01-09,40891.44,1082200,"Imported Schnapps"
2017-01-09,2370.81,1091100,"American Distilled Spirit Specialty"
2017-01-09,3151.54,1091200,"Neutral Grain Spirits"
2017-01-09,1629.75,1091300,"Neutral Grain Spirits Flavored"
2017-01-09,1365.2,1091400,"Iowa Distilleries"
2017-01-09,2398.96,1092100,"Imported Distilled Spirit Specialty"
2017-01-09,7112.4,1701100,"Temporary & Specialty Packages"
2017-01-09,13318.38,1901200,"Special Order Items"
2017-01-09,10871.03,"",""
2017-01-10,35504.19,1011100,"Blended Whiskies"
2017-01-10,70006.6800000001,1011200,"Straight Bourbon Whiskies"
2017-01-10,2356.24,1011300,"Single Barrel Bourbon Whiskies"
2017-01-10,32700.04,1011400,"Tennessee Whiskies"
2017-01-10,9432.04,1011600,"Straight Rye Whiskies"
2017-01-10,98198.86,1012100,"Canadian Whiskies"
2017-01-10,14093.01,1012200,"Scotch Whiskies"
2017-01-10,12925.26,1012300,"Single Malt Scotch"
2017-01-10,16424.59,1012400,"Irish Whiskies"
2017-01-10,15578.32,1022100,"Mixto Tequila"
2017-01-10,18783.87,1022200,"100% Agave Tequila"
2017-01-10,79.56,1022300,Mezcal
2017-01-10,173.76,1031000,"American Vodka"
2017-01-10,146818.72,1031100,"American Vodkas"
2017-01-10,26292.72,1031200,"American Flavored Vodka"
2017-01-10,71486.93,1032100,"Imported Vodkas"
2017-01-10,18381.12,1032200,"Imported Flavored Vodka"
2017-01-10,12081.47,1041100,"American Dry Gins"
2017-01-10,77.92,1041200,"Flavored Gin"
2017-01-10,113.82,1041300,"American Sloe Gins"
2017-01-10,20737.29,1042100,"Imported Dry Gins"
2017-01-10,19422.66,1051100,"American Brandies"
2017-01-10,40397.69,1052100,"Imported Brandies"
2017-01-10,2877.78,1062100,"Gold Rum"
2017-01-10,12789.48,1062200,"White Rum"
2017-01-10,1104.23,1062300,"Aged Dark Rum"
2017-01-10,60954.9500000001,1062400,"Spiced Rum"
2017-01-10,13219.69,1062500,"Flavored Rum"
2017-01-10,13639.19,1071100,"Cocktails /RTD"
2017-01-10,90.0,1081000,"American Cordials & Liqueurs"
2017-01-10,7331.61,1081100,"Coffee Liqueurs"
2017-01-10,17448.88,1081200,"Cream Liqueurs"
2017-01-10,12058.58,1081300,"American Cordials & Liqueur"
2017-01-10,10160.36,1081400,"American Schnapps"
2017-01-10,1421.26,1081500,"Triple Sec"
2017-01-10,36552.97,1081600,"Whiskey Liqueur"
2017-01-10,18297.03,1082000,"Imported Cordials & Liqueurs"
2017-01-10,10736.54,1082200,"Imported Schnapps"
2017-01-10,1215.87,1091100,"American Distilled Spirit Specialty"
2017-01-10,790.34,1091200,"Neutral Grain Spirits"
2017-01-10,1113.09,1091300,"Neutral Grain Spirits Flavored"
2017-01-10,409.56,1091400,"Iowa Distilleries"
2017-01-10,1026.4,1092100,"Imported Distilled Spirit Specialty"
2017-01-10,3059.69,1701100,"Temporary & Specialty Packages"
2017-01-10,2221.96,1901200,"Special Order Items"
2017-01-10,606.98,"",""
2017-01-11,32195.56,1011100,"Blended Whiskies"
2017-01-11,64804.76,1011200,"Straight Bourbon Whiskies"
2017-01-11,2947.52,1011300,"Single Barrel Bourbon Whiskies"
2017-01-11,37655.64,1011400,"Tennessee Whiskies"
2017-01-11,471.6,1011500,"Bottled in Bond Bourbon"
2017-01-11,13112.74,1011600,"Straight Rye Whiskies"
2017-01-11,626.51,1011700,"Corn Whiskies"
2017-01-11,124085.32,1012100,"Canadian Whiskies"
2017-01-11,20005.38,1012200,"Scotch Whiskies"
2017-01-11,13591.28,1012300,"Single Malt Scotch"
2017-01-11,31427.5,1012400,"Irish Whiskies"
2017-01-11,31151.22,1022100,"Mixto Tequila"
2017-01-11,27054.85,1022200,"100% Agave Tequila"
2017-01-11,39.78,1022300,Mezcal
2017-01-11,310.08,1031000,"American Vodka"
2017-01-11,144958.49,1031100,"American Vodkas"
2017-01-11,28699.92,1031200,"American Flavored Vodka"
2017-01-11,0.0,1032000,"Imported Vodka"
2017-01-11,59417.0,1032100,"Imported Vodkas"
2017-01-11,20553.39,1032200,"Imported Flavored Vodka"
2017-01-11,11842.85,1041100,"American Dry Gins"
2017-01-11,389.6,1041200,"Flavored Gin"
2017-01-11,16.26,1041300,"American Sloe Gins"
2017-01-11,9901.05,1042100,"Imported Dry Gins"
2017-01-11,22442.53,1051100,"American Brandies"
2017-01-11,31886.24,1052100,"Imported Brandies"
2017-01-11,5027.58,1062100,"Gold Rum"
2017-01-11,21867.81,1062200,"White Rum"
2017-01-11,917.01,1062300,"Aged Dark Rum"
2017-01-11,71782.9600000001,1062400,"Spiced Rum"
2017-01-11,20761.57,1062500,"Flavored Rum"
2017-01-11,18.74,1070000,"Cocktails / RTD"
2017-01-11,10708.26,1071100,"Cocktails /RTD"
2017-01-11,315.0,1081000,"American Cordials & Liqueurs"
2017-01-11,6340.09,1081100,"Coffee Liqueurs"
2017-01-11,20696.66,1081200,"Cream Liqueurs"
2017-01-11,13756.97,1081300,"American Cordials & Liqueur"
2017-01-11,23910.73,1081400,"American Schnapps"
2017-01-11,1739.07,1081500,"Triple Sec"
2017-01-11,62191.3300000001,1081600,"Whiskey Liqueur"
2017-01-11,26404.74,1082000,"Imported Cordials & Liqueurs"
2017-01-11,24015.81,1082200,"Imported Schnapps"
2017-01-11,20.25,1091000,"American Distilled Spirits Specialty"
2017-01-11,1217.64,1091100,"American Distilled Spirit Specialty"
2017-01-11,2486.56,1091200,"Neutral Grain Spirits"
2017-01-11,1565.07,1091300,"Neutral Grain Spirits Flavored"
2017-01-11,1269.12,1091400,"Iowa Distilleries"
2017-01-11,1115.32,1092100,"Imported Distilled Spirit Specialty"
2017-01-11,2497.74,1701100,"Temporary & Specialty Packages"
2017-01-11,477.73,1901200,"Special Order Items"
2017-01-11,2429.86,"",""
2017-01-12,24712.01,1011100,"Blended Whiskies"
2017-01-12,62665.51,1011200,"Straight Bourbon Whiskies"
2017-01-12,1547.18,1011300,"Single Barrel Bourbon Whiskies"
2017-01-12,31870.96,1011400,"Tennessee Whiskies"
2017-01-12,52.44,1011500,"Bottled in Bond Bourbon"
2017-01-12,6921.74,1011600,"Straight Rye Whiskies"
2017-01-12,378.75,1011700,"Corn Whiskies"
2017-01-12,104908.4,1012100,"Canadian Whiskies"
2017-01-12,17898.42,1012200,"Scotch Whiskies"
2017-01-12,20262.51,1012300,"Single Malt Scotch"
2017-01-12,20945.87,1012400,"Irish Whiskies"
2017-01-12,33758.35,1022100,"Mixto Tequila"
2017-01-12,35537.28,1022200,"100% Agave Tequila"
2017-01-12,135.48,1022300,Mezcal
2017-01-12,123375.21,1031100,"American Vodkas"
2017-01-12,25172.64,1031200,"American Flavored Vodka"
2017-01-12,62747.24,1032100,"Imported Vodkas"
2017-01-12,19377.46,1032200,"Imported Flavored Vodka"
2017-01-12,11389.97,1041100,"American Dry Gins"
2017-01-12,243.5,1041200,"Flavored Gin"
2017-01-12,16.26,1041300,"American Sloe Gins"
2017-01-12,12156.95,1042100,"Imported Dry Gins"
2017-01-12,13349.61,1051100,"American Brandies"
2017-01-12,31762.18,1052100,"Imported Brandies"
2017-01-12,2994.45,1062100,"Gold Rum"
2017-01-12,21755.23,1062200,"White Rum"
2017-01-12,1310.25,1062300,"Aged Dark Rum"
2017-01-12,62257.6800000001,1062400,"Spiced Rum"
2017-01-12,18127.45,1062500,"Flavored Rum"
2017-01-12,9941.94,1071100,"Cocktails /RTD"
2017-01-12,165.0,1081000,"American Cordials & Liqueurs"
2017-01-12,5215.81,1081100,"Coffee Liqueurs"
2017-01-12,19407.62,1081200,"Cream Liqueurs"
2017-01-12,12756.75,1081300,"American Cordials & Liqueur"
2017-01-12,19156.59,1081400,"American Schnapps"
2017-01-12,3547.1,1081500,"Triple Sec"
2017-01-12,46162.74,1081600,"Whiskey Liqueur"
2017-01-12,30813.06,1082000,"Imported Cordials & Liqueurs"
2017-01-12,99.0,1082100,"Imported Cordials & Liqueur"
2017-01-12,14736.01,1082200,"Imported Schnapps"
2017-01-12,670.77,1091100,"American Distilled Spirit Specialty"
2017-01-12,1659.12,1091200,"Neutral Grain Spirits"
2017-01-12,730.32,1091300,"Neutral Grain Spirits Flavored"
2017-01-12,1937.93,1091400,"Iowa Distilleries"
2017-01-12,7024.38,1092100,"Imported Distilled Spirit Specialty"
2017-01-12,818.82,1701100,"Temporary & Specialty Packages"
2017-01-12,1589.56,1901200,"Special Order Items"
2017-01-12,1222.92,"",""
2017-01-13,13870.03,1011100,"Blended Whiskies"
2017-01-13,22093.04,1011200,"Straight Bourbon Whiskies"
2017-01-13,202.14,1011300,"Single Barrel Bourbon Whiskies"
2017-01-13,17073.94,1011400,"Tennessee Whiskies"
2017-01-13,3676.13,1011600,"Straight Rye Whiskies"
2017-01-13,82.5,1011700,"Corn Whiskies"
2017-01-13,72654.7600000001,1012100,"Canadian Whiskies"
2017-01-13,6220.02,1012200,"Scotch Whiskies"
2017-01-13,6156.14,1012300,"Single Malt Scotch"
2017-01-13,7228.32,1012400,"Irish Whiskies"
2017-01-13,14663.43,1022100,"Mixto Tequila"
2017-01-13,6143.09,1022200,"100% Agave Tequila"
2017-01-13,0.0,1031000,"American Vodka"
2017-01-13,56049.9499999999,1031100,"American Vodkas"
2017-01-13,12511.82,1031200,"American Flavored Vodka"
2017-01-13,17918.56,1032100,"Imported Vodkas"
2017-01-13,3247.45,1032200,"Imported Flavored Vodka"
2017-01-13,4536.1,1041100,"American Dry Gins"
2017-01-13,107.14,1041200,"Flavored Gin"
2017-01-13,73.17,1041300,"American Sloe Gins"
2017-01-13,2926.08,1042100,"Imported Dry Gins"
2017-01-13,10715.63,1051100,"American Brandies"
2017-01-13,6652.8,1052100,"Imported Brandies"
2017-01-13,1989.31,1062100,"Gold Rum"
2017-01-13,8499.46000000001,1062200,"White Rum"
2017-01-13,237.38,1062300,"Aged Dark Rum"
2017-01-13,30287.58,1062400,"Spiced Rum"
2017-01-13,8230.56,1062500,"Flavored Rum"
2017-01-13,5686.02,1071100,"Cocktails /RTD"
2017-01-13,467.64,1081000,"American Cordials & Liqueurs"
2017-01-13,1839.09,1081100,"Coffee Liqueurs"
2017-01-13,6226.42,1081200,"Cream Liqueurs"
2017-01-13,5022.93,1081300,"American Cordials & Liqueur"
2017-01-13,10647.14,1081400,"American Schnapps"
2017-01-13,559.0,1081500,"Triple Sec"
2017-01-13,23293.49,1081600,"Whiskey Liqueur"
2017-01-13,7862.32,1082000,"Imported Cordials & Liqueurs"
2017-01-13,6498.24,1082200,"Imported Schnapps"
2017-01-13,91.05,1091100,"American Distilled Spirit Specialty"
2017-01-13,608.02,1091200,"Neutral Grain Spirits"
2017-01-13,86.25,1091300,"Neutral Grain Spirits Flavored"
2017-01-13,204.78,1091400,"Iowa Distilleries"
2017-01-13,356.16,1092100,"Imported Distilled Spirit Specialty"
2017-01-13,67.14,1701100,"Temporary & Specialty Packages"
2017-01-13,1498.14,1901200,"Special Order Items"
2017-01-13,143.14,"",""
2017-01-16,19024.88,1011100,"Blended Whiskies"
2017-01-16,33591.13,1011200,"Straight Bourbon Whiskies"
2017-01-16,364.6,1011300,"Single Barrel Bourbon Whiskies"
2017-01-16,25519.13,1011400,"Tennessee Whiskies"
2017-01-16,632.94,1011500,"Bottled in Bond Bourbon"
2017-01-16,4675.49,1011600,"Straight Rye Whiskies"
2017-01-16,495.0,1011700,"Corn Whiskies"
2017-01-16,81544.62,1012100,"Canadian Whiskies"
2017-01-16,8844.88,1012200,"Scotch Whiskies"
2017-01-16,7698.15,1012300,"Single Malt Scotch"
2017-01-16,14178.18,1012400,"Irish Whiskies"
2017-01-16,20788.55,1022100,"Mixto Tequila"
2017-01-16,20900.8,1022200,"100% Agave Tequila"
2017-01-16,292.95,1022300,Mezcal
2017-01-16,407.88,1031000,"American Vodka"
2017-01-16,78340.9399999999,1031100,"American Vodkas"
2017-01-16,15687.0,1031200,"American Flavored Vodka"
2017-01-16,31470.15,1032100,"Imported Vodkas"
2017-01-16,14612.09,1032200,"Imported Flavored Vodka"
2017-01-16,6270.6,1041100,"American Dry Gins"
2017-01-16,490.32,1041200,"Flavored Gin"
2017-01-16,138.21,1041300,"American Sloe Gins"
2017-01-16,6230.38,1042100,"Imported Dry Gins"
2017-01-16,13654.73,1051100,"American Brandies"
2017-01-16,21873.27,1052100,"Imported Brandies"
2017-01-16,3137.3,1062100,"Gold Rum"
2017-01-16,13369.45,1062200,"White Rum"
2017-01-16,1212.78,1062300,"Aged Dark Rum"
2017-01-16,53835.6700000001,1062400,"Spiced Rum"
2017-01-16,10126.63,1062500,"Flavored Rum"
2017-01-16,18.74,1070000,"Cocktails / RTD"
2017-01-16,4133.07,1071100,"Cocktails /RTD"
2017-01-16,340.2,1081000,"American Cordials & Liqueurs"
2017-01-16,4033.25,1081100,"Coffee Liqueurs"
2017-01-16,10699.53,1081200,"Cream Liqueurs"
2017-01-16,5981.11000000001,1081300,"American Cordials & Liqueur"
2017-01-16,14885.36,1081400,"American Schnapps"
2017-01-16,956.07,1081500,"Triple Sec"
2017-01-16,45578.93,1081600,"Whiskey Liqueur"
2017-01-16,15730.98,1082000,"Imported Cordials & Liqueurs"
2017-01-16,12030.44,1082200,"Imported Schnapps"
2017-01-16,345.39,1091100,"American Distilled Spirit Specialty"
2017-01-16,1286.09,1091200,"Neutral Grain Spirits"
2017-01-16,745.5,1091300,"Neutral Grain Spirits Flavored"
2017-01-16,443.69,1091400,"Iowa Distilleries"
2017-01-16,1450.83,1092100,"Imported Distilled Spirit Specialty"
2017-01-16,1217.85,1701100,"Temporary & Specialty Packages"
2017-01-16,16498.73,1901200,"Special Order Items"
2017-01-16,1018.12,"",""
2017-01-17,41376.92,1011100,"Blended Whiskies"
2017-01-17,74135.27,1011200,"Straight Bourbon Whiskies"
2017-01-17,978.92,1011300,"Single Barrel Bourbon Whiskies"
2017-01-17,44964.45,1011400,"Tennessee Whiskies"
2017-01-17,914.46,1011500,"Bottled in Bond Bourbon"
2017-01-17,7311.56,1011600,"Straight Rye Whiskies"
2017-01-17,82.5,1011700,"Corn Whiskies"
2017-01-17,166340.54,1012100,"Canadian Whiskies"
2017-01-17,16329.64,1012200,"Scotch Whiskies"
2017-01-17,13870.4,1012300,"Single Malt Scotch"
2017-01-17,25121.74,1012400,"Irish Whiskies"
2017-01-17,28797.99,1022100,"Mixto Tequila"
2017-01-17,30701.48,1022200,"100% Agave Tequila"
2017-01-17,123.66,1022300,Mezcal
2017-01-17,141492.47,1031100,"American Vodkas"
2017-01-17,29073.14,1031200,"American Flavored Vodka"
2017-01-17,16.46,1032000,"Imported Vodka"
2017-01-17,60018.22,1032100,"Imported Vodkas"
2017-01-17,19352.7,1032200,"Imported Flavored Vodka"
2017-01-17,12910.09,1041100,"American Dry Gins"
2017-01-17,615.28,1041200,"Flavored Gin"
2017-01-17,211.38,1041300,"American Sloe Gins"
2017-01-17,11791.39,1042100,"Imported Dry Gins"
2017-01-17,22192.84,1051100,"American Brandies"
